UTNTSkyEdge_tnt02_48_0|48|0|1|28|28|2176.0|-1024.0|1984.0|-1024.0|2080.0|-1023.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|5.0|0.0|22|rock|EV000143|SG000262|SG000269|111
UTNTSkyEdge_tnt02_49_0|49|0|1|28|28|2180.0|-1024.0|2176.0|-1024.0|2178.0|-1023.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|1.0|0.0|22|rock|-|SG000262|-|111
UTNTSkyEdge_tnt02_52_0|52|0|1|32|32|4800.0|-384.0|4672.0|-384.0|4736.0|-383.5|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|305.21670112|64.0|22|rock|EV000213|SG000270|SG000271|113
UTNTSkyEdge_tnt02_53_0|53|0|1|32|32|4032.0|-384.0|3840.0|-320.0|3936.1581138830084|-351.52565835097477|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|132.0|64.0|22|rock|EV000214|SG000270|SG000272|113
UTNTSkyEdge_tnt02_56_0|56|0|1|35|35|2816.0|-384.0|2592.0|-512.0|2703.7519305308215|-447.56587842893776|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|57.0|0.0|17.099999999999998|rock|EV000245|SG000273|SG000274|114
UTNTSkyEdge_tnt02_62_0|62|0|1|38|38|4416.0|384.0|4800.0|320.0|4607.917800506348|351.50680303808394|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|112.0|64.0|22|rock|EV000307|SG000275|SG000276|115
UTNTSkyEdge_tnt02_63_0|63|0|1|39|39|4800.0|320.0|4928.0|64.0|4863.5527864045|191.77639320225003|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|117.0|64.0|22|rock|EV000309|SG000277|SG000278|116
UTNTSkyEdge_tnt02_65_0|65|0|1|32|32|4928.0|-128.0|4800.0|-384.0|4863.5527864045|-255.77639320225003|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|19.0|64.0|22|rock|EV000216|SG000270|SG000279|113
UTNTSkyEdge_tnt02_67_0|67|0|0|19|19|-64.0|-448.0|-256.0|-576.0|-160.2773500981126|-511.5839748528311|-128.0|-128.0|-128.0|QROCK3|QROCK3X8|1.0|1.0|35.0|-976.0|17.28|rock|EV000074|SG000246|SG000280|106
UTNTSkyEdge_tnt02_73_0|73|0|0|17|17|320.0|-768.0|256.0|-448.0|288.49029033784547|-607.9019419324309|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|0.0|-730.0|22|rock|EV000063|SG000244|SG000281|105
UTNTSkyEdge_tnt02_82_0|82|0|0|28|28|1472.0|320.0|1792.0|320.0|1632.0|319.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|125.0|-992.0|11.52|rock|EV000150|SG000262|SG000282|111
UTNTSkyEdge_tnt02_92_0|92|0|0|42|42|2816.0|0.0|2800.0|-184.0|2807.501879705902|-91.95668519181758|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|106.0|-986.0|15.03|rock|EV000350|SG000283|SG000284|117
UTNTSkyEdge_tnt02_94_0|94|0|0|32|32|3840.0|-320.0|3872.0|0.0|3856.497518595105|-160.0497518595105|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|30.0|-768.0|22|rock|EV000217|SG000270|SG000285|113
UTNTSkyEdge_tnt02_99_0|99|0|1|26|26|-1088.0|-512.0|-1152.0|-448.0|-1119.6464466094067|-479.6464466094067|-128.0|-128.0|-128.0|QROCK3|QROCK3X8|1.0|1.0|41.0|0.0|18.0|rock|EV000122|SG000286|SG000287|118
UTNTSkyEdge_tnt02_101_0|101|0|1|26|26|-1152.0|-448.0|-1152.0|-384.0|-1151.5|-416.0|-128.0|-128.0|-128.0|QROCK3|QROCK3X8|1.0|1.0|131.509667992|0.0|18.0|rock|EV000123|SG000286|SG000288|118
UTNTSkyEdge_tnt02_104_1|104|1|2|26|24|-1120.0|-160.0|-1080.0|-152.0|-1099.9019419324309|-156.49029033784547|-160.8|-160.0|-161.6|QROCK3|QROCK3X8|1.0|1.0|101.688820407|32.0|15.48|rock|EV000125|SG000286|SG000289|118
UTNTSkyEdge_tnt02_117_1|117|1|0|6|6|1440.0|416.0|1472.0|320.0|1455.5256583509747|367.8418861169916|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|152.324200485|-1008.0|5.76|rock|EV000002|SG000232|SG000290|99
UTNTSkyEdge_tnt02_118_0|118|0|0|13|13|1792.0|320.0|1840.0|384.0|1816.4|351.7|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|61.0|-1008.0|5.76|rock|EV000028|SG000242|SG000291|104
UTNTSkyEdge_tnt02_142_0|142|0|0|32|32|3872.0|0.0|4096.0|384.0|3984.431889450449|191.74806448723797|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|96.0|-896.0|22|rock|EV000219|SG000270|SG000292|113
UTNTSkyEdge_tnt02_164_0|164|0|1|28|28|1456.0|-1088.0|1392.0|-1088.0|1424.0|-1087.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|31.0|0.0|22|rock|EV000172|SG000262|SG000293|111
UTNTSkyEdge_tnt02_245_0|245|0|1|68|68|2384.0|-752.0|2336.0|-880.0|2359.5318354112155|-815.8244382792058|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|121.0|0.0|22|rock|EV000464|SG000294|SG000295|119
UTNTSkyEdge_tnt02_246_0|246|0|1|67|67|2480.0|-624.0|2384.0|-752.0|2431.6|-687.7|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|89.0|0.0|22|rock|EV000461|SG000296|SG000297|120
UTNTSkyEdge_tnt02_247_0|247|0|1|66|66|2592.0|-512.0|2480.0|-624.0|2535.6464466094067|-567.6464466094068|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|59.0|0.0|17.099999999999998|rock|EV000458|SG000298|SG000299|121
UTNTSkyEdge_tnt02_248_0|248|0|1|43|43|2336.0|-880.0|2272.0|-976.0|2303.583974852831|-927.7226499018874|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|2.0|0.0|22|rock|EV000355|SG000300|SG000301|122
UTNTSkyEdge_tnt02_249_0|249|0|1|43|43|2272.0|-976.0|2272.0|-1024.0|2271.5|-1000.0|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|117.377640815|0.0|22|rock|EV000356|SG000300|SG000302|122
UTNTSkyEdge_tnt02_250_0|250|0|1|43|43|2272.0|-1024.0|2256.0|-1024.0|2264.0|-1023.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|165.377640815|0.0|22|rock|EV000357|SG000300|SG000303|122
UTNTSkyEdge_tnt02_255_0|255|0|0|42|42|2800.0|-184.0|2816.0|-384.0|2807.501592360732|-284.03987261114145|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|290.69434209|-986.0|13.68|rock|EV000352|SG000283|SG000304|117
UTNTSkyEdge_tnt02_256_0|256|0|0|13|13|1840.0|384.0|1792.0|512.0|1816.4681645887845|448.1755617207942|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|141.0|-1008.0|5.76|rock|EV000031|SG000242|SG000305|104
UTNTSkyEdge_tnt02_257_1|257|1|0|6|6|1456.0|512.0|1440.0|416.0|1447.506803038084|464.0821994936527|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|55.0|-1008.0|5.76|rock|EV000004|SG000232|SG000306|99
UTNTSkyEdge_tnt02_278_0|278|0|0|32|32|4672.0|-384.0|4696.0|-288.0|4684.485071250073|-336.12126781251817|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|20.0|-928.0|11.52|rock|EV000220|SG000270|SG000307|113
UTNTSkyEdge_tnt02_279_0|279|0|0|32|32|4288.0|-64.0|4160.0|-256.0|4223.5839748528315|-159.7226499018874|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|541.0|-928.0|11.52|rock|EV000221|SG000270|SG000308|113
UTNTSkyEdge_tnt02_281_0|281|0|0|32|32|4096.0|384.0|4288.0|128.0|4191.6|255.7|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|29.0|-928.0|11.52|rock|EV000222|SG000270|SG000309|113
UTNTSkyEdge_tnt02_282_0|282|0|0|32|32|4288.0|128.0|4288.0|-64.0|4287.5|32.0|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|349.0|-928.0|11.52|rock|EV000223|SG000270|SG000310|113
UTNTSkyEdge_tnt02_283_0|283|0|0|32|32|4672.0|-192.0|4464.0|128.0|4568.419221808151|-31.72750582470229|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|217.90907003|-928.0|11.52|rock|EV000224|SG000270|SG000311|113
UTNTSkyEdge_tnt02_284_0|284|0|0|32|32|4384.0|288.0|4416.0|384.0|4400.4743416490255|335.8418861169916|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|778.45404237|-928.0|11.52|rock|EV000225|SG000270|SG000312|113
UTNTSkyEdge_tnt02_285_0|285|0|0|32|32|4160.0|-256.0|4168.0|-320.0|4163.503861061643|-288.06201736729463|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|771.75528163|-928.0|11.52|rock|EV000226|SG000270|SG000313|113
UTNTSkyEdge_tnt02_294_0|294|0|0|32|32|4424.0|56.0|4472.0|32.0|4447.77639320225|43.55278640450004|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|256.438170716|-928.0|11.52|rock|EV000227|SG000270|SG000314|113
UTNTSkyEdge_tnt02_295_0|295|0|0|32|32|4464.0|128.0|4384.0|288.0|4424.4472135955|208.22360679774997|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|599.56860417|-928.0|11.52|rock|EV000228|SG000270|SG000315|113
UTNTSkyEdge_tnt02_296_0|296|0|0|32|32|4368.0|48.0|4424.0|56.0|4396.070710678118|51.505025253169414|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|199.869628221|-928.0|11.52|rock|EV000229|SG000270|SG000316|113
UTNTSkyEdge_tnt02_297_0|297|0|0|32|32|4328.0|0.0|4368.0|48.0|4348.384110639799|23.67990780016776|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|137.387630814|-928.0|11.52|rock|EV000230|SG000270|SG000317|113
UTNTSkyEdge_tnt02_298_0|298|0|0|32|32|4368.0|-32.0|4328.0|0.0|4348.312347523777|-15.609565595278484|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|86.162636914|-928.0|11.52|rock|EV000231|SG000270|SG000318|113
UTNTSkyEdge_tnt02_299_0|299|0|0|32|32|4400.0|-112.0|4368.0|-32.0|4384.464238345443|-71.81430466182294|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|0.0|-928.0|11.52|rock|EV000232|SG000270|SG000319|113
UTNTSkyEdge_tnt02_300_0|300|0|0|32|32|4464.0|-80.0|4400.0|-112.0|4431.77639320225|-95.55278640450004|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|424.913223785|-928.0|11.52|rock|EV000233|SG000270|SG000320|113
UTNTSkyEdge_tnt02_301_0|301|0|0|32|32|4480.0|-24.0|4464.0|-80.0|4471.51923802618|-51.86263943605131|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|366.672344671|-928.0|11.52|rock|EV000234|SG000270|SG000321|113
UTNTSkyEdge_tnt02_302_0|302|0|0|32|32|4472.0|32.0|4480.0|-24.0|4475.505025253169|3.9292893218813454|320.0|320.0|320.0|QROCK3|QROCK3X8|1.0|1.0|310.103802176|-928.0|11.52|rock|EV000235|SG000270|SG000322|113
UTNTSkyEdge_tnt02_661_0|661|0|1|28|28|1328.0|-1088.0|1280.0|-1088.0|1304.0|-1087.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|159.0|0.0|22|rock|EV000181|SG000262|SG000323|111
UTNTSkyEdge_tnt02_662_0|662|0|1|308|308|1392.0|-1088.0|1328.0|-1088.0|1360.0|-1087.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|95.0|0.0|22|rock|EV000632|SG000324|SG000325|123
UTNTSkyEdge_tnt02_669_0|669|0|1|28|28|1808.0|-1088.0|1744.0|-1088.0|1776.0|-1087.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|399.509667992|0.0|22|rock|EV000182|SG000262|SG000326|111
UTNTSkyEdge_tnt02_670_0|670|0|1|306|306|1872.0|-1088.0|1808.0|-1088.0|1840.0|-1087.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|335.509667992|0.0|22|rock|EV000627|SG000327|SG000328|124
UTNTSkyEdge_tnt02_1188_0|1188|0|1|43|43|2192.0|-1024.0|2180.0|-1024.0|2186.0|-1023.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|117.0|0.0|22|rock|EV000358|SG000300|SG000329|122
UTNTSkyEdge_tnt02_1191_1|1191|1|0|43|43|2256.0|-1024.0|2192.0|-1024.0|2224.0|-1023.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|53.0|-576.0|22|rock|EV000359|SG000300|SG000330|122
UTNTSkyEdge_tnt02_2919_0|2919|0|1|721|721|800.0|1748.0|800.0|1880.0|800.5|1814.0|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000699|SG000331|SG000332|125
UTNTSkyEdge_tnt02_2920_0|2920|0|1|722|722|800.0|2132.0|992.0|2516.0|896.4472135955|2323.77639320225|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000704|SG000333|SG000334|126
UTNTSkyEdge_tnt02_2921_0|2921|0|1|723|723|1184.0|2708.0|1568.0|2912.0|1376.234577612981|2809.5584421402714|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000706|SG000335|SG000336|127
UTNTSkyEdge_tnt02_2922_0|2922|0|1|724|724|2143.0|2708.0|2240.0|2624.0|2191.172683104877|2665.622026918727|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000708|SG000337|SG000338|128
UTNTSkyEdge_tnt02_2923_0|2923|0|1|725|725|2335.0|2516.0|2528.0|2128.0|2431.0523258373128|2321.777316718045|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000713|SG000339|SG000340|129
UTNTSkyEdge_tnt02_2924_0|2924|0|1|726|726|2528.0|2128.0|2528.0|1960.0|2527.5|2044.0|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000715|SG000341|SG000342|130
UTNTSkyEdge_tnt02_2925_0|2925|0|1|726|726|2528.0|1744.0|2496.0|1616.0|2511.5149287499275|1680.1212678125182|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|136.0|0.0|22|rock|EV000716|SG000341|SG000343|130
UTNTSkyEdge_tnt02_2926_0|2926|0|1|727|727|992.0|2516.0|1040.0|2592.0|1016.4227444515155|2553.733003504306|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000722|SG000344|SG000345|131
UTNTSkyEdge_tnt02_2927_0|2927|0|1|728|728|1568.0|2912.0|1600.0|2912.0|1584.0|2911.5|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000727|SG000346|SG000347|132
UTNTSkyEdge_tnt02_2928_0|2928|0|1|729|729|1760.0|2912.0|2143.0|2708.0|1951.264945134188|2809.5586960117357|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000731|SG000348|SG000349|133
UTNTSkyEdge_tnt02_2965_0|2965|0|1|730|730|832.0|1616.0|800.0|1748.0|816.4859250528443|1682.1178000128107|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000735|SG000350|SG000351|134
UTNTSkyEdge_tnt02_3091_0|3091|0|1|727|727|1104.0|2656.0|1184.0|2708.0|1144.2724941752977|2681.5807781918497|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000724|SG000344|SG000352|131
UTNTSkyEdge_tnt02_3094_0|3094|0|1|724|724|2304.0|2560.0|2335.0|2516.0|2319.0912587834346|2537.7120232337834|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000710|SG000337|SG000353|128
UTNTSkyEdge_tnt02_3133_0|3133|0|1|728|728|1728.0|2912.0|1760.0|2912.0|1744.0|2911.5|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV000728|SG000346|SG000354|132
UTNTSkyEdge_tnt02_3135_0|3135|0|0|728|728|1600.0|2912.0|1728.0|2912.0|1664.0|2911.5|256.0|256.0|256.0|QROCK3|QROCK3X8|1.0|1.0|0.0|-826.0|22|rock|EV000729|SG000346|SG000355|132
UTNTSkyEdge_tnt02_3139_0|3139|0|1|794|794|1600.0|2976.0|1472.0|3008.0|1536.1212678125182|2992.4850712500725|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|121.0|0.0|15.45|rock|EV000995|SG000356|SG000357|135
UTNTSkyEdge_tnt02_3143_0|3143|0|1|795|795|3648.0|4864.0|3816.0|4816.0|3731.8626394360513|4839.51923802618|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|0.0|0.0|19.95|rock|EV000999|SG000358|SG000359|136
UTNTSkyEdge_tnt02_3144_0|3144|0|1|796|796|1856.0|3072.0|1728.0|2976.0|1791.7|3024.4|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|89.0|0.0|16.063636363636363|rock|EV001001|SG000360|SG000361|137
UTNTSkyEdge_tnt02_3145_0|3145|0|0|794|794|1728.0|2976.0|1600.0|2976.0|1664.0|2976.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|121.0|-954.0|22|rock|EV000996|SG000356|SG000362|135
UTNTSkyEdge_tnt02_3146_0|3146|0|1|797|797|3392.0|4896.0|3648.0|4864.0|3519.9379826327054|4879.503861061643|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|57.0|0.0|19.95|rock|EV001003|SG000363|SG000364|138
UTNTSkyEdge_tnt02_3147_0|3147|0|1|1837|1837|2112.0|4864.0|2224.0|4896.0|2168.1373605639487|4879.51923802618|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|60.0|0.0|22|rock|EV001424|SG000365|SG000366|139
UTNTSkyEdge_tnt02_3149_0|3149|0|1|1837|1837|1344.0|4096.0|1376.0|4352.0|1360.4961389383568|4223.937982632706|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|30.0|0.0|22|rock|EV001426|SG000365|SG000367|139
UTNTSkyEdge_tnt02_3150_0|3150|0|1|798|798|1408.0|3168.0|1280.0|3472.0|1344.460817687569|3320.194028500029|128.0|128.0|128.0|QROCK3X8|QROCK3X8|1.0|1.0|0.0|0.0|22|rock|EV001006|SG000368|SG000369|140
UTNTSkyEdge_tnt02_3151_0|3151|0|1|799|799|2240.0|3072.0|2128.0|3072.0|2184.0|3072.5|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|87.0|0.0|22|rock|EV001062|SG000370|SG000371|141
UTNTSkyEdge_tnt02_3152_0|3152|0|1|800|800|2496.0|3200.0|2368.0|3152.0|2431.824438279206|3176.4681645887845|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|55.0|0.0|22|rock|EV001066|SG000372|SG000373|142
UTNTSkyEdge_tnt02_3153_0|3153|0|1|801|801|3008.0|3200.0|2832.0|3216.0|2920.045267873021|3208.4979466032337|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|45.0|0.0|22|rock|EV001069|SG000374|SG000375|143
UTNTSkyEdge_tnt02_3154_0|3154|0|1|798|798|3616.0|3456.0|3320.0|3368.0|3467.8575148659584|3412.4792681781396|128.0|128.0|128.0|QROCK3X8|QROCK3X8|1.0|1.0|305.679570793|0.0|22|rock|EV001007|SG000368|SG000376|140
UTNTSkyEdge_tnt02_3155_0|3155|0|1|798|798|4032.0|3840.0|4016.0|3776.0|4023.5149287499275|3808.121267812518|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|251.0|0.0|22|rock|EV001008|SG000368|SG000377|140
UTNTSkyEdge_tnt02_3158_0|3158|0|1|794|794|1472.0|3008.0|1408.0|3168.0|1440.4642383454427|3088.185695338177|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|252.93938002|0.0|15.45|rock|EV000997|SG000356|SG000378|135
UTNTSkyEdge_tnt02_3164_0|3164|0|1|804|804|2832.0|3216.0|2656.0|3168.0|2743.868441297104|3192.4823819106186|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|94.0|0.0|22|rock|EV001078|SG000379|SG000380|144
UTNTSkyEdge_tnt02_3165_0|3165|0|1|803|803|2656.0|3168.0|2496.0|3200.0|2576.098058067569|3184.4902903378456|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|20.0|0.0|22|rock|EV001075|SG000381|SG000382|145
UTNTSkyEdge_tnt02_3166_0|3166|0|1|802|802|2368.0|3152.0|2240.0|3072.0|2303.7350005299986|3112.4239991520026|128.0|128.0|128.0|QROCK3|QROCK3X8|1.0|1.0|64.0|0.0|22|rock|EV001072|SG000383|SG000384|146
