766|4777|0|3984.0|-3504.0|4288.0|-3376.0|23
767|4729|0|7712.0|-3472.0|7808.0|-3920.0|23
768|4857|0|5936.0|-5040.0|5936.0|-5056.0|23
769|4831|0|6112.0|-3584.0|6320.0|-3424.0|23
770|4913|0|3856.0|-5168.0|3936.0|-5184.0|23
771|4736|1|6160.0|-4784.0|6240.0|-4784.0|23
772|4739|1|7520.0|-4256.0|7488.0|-4144.0|23
773|4723|1|6608.0|-3632.0|6480.0|-3664.0|23
775|4855|0|5648.0|-4176.0|5660.0|-4368.0|23
776|4891|0|6000.0|-4160.0|6000.0|-3936.0|23
777|6821|1|6784.0|-5896.0|6784.0|-5888.0|23
778|4753|0|6336.0|-6096.0|6304.0|-6096.0|23
779|6264|1|5704.0|-5392.0|5696.0|-5392.0|23
780|4783|0|4960.0|-3376.0|5280.0|-3488.0|23
781|6267|1|5704.0|-5744.0|5712.0|-5744.0|23
782|4666|0|3984.0|-3984.0|3968.0|-3888.0|23
783|4794|0|6128.0|-4912.0|6216.0|-4896.0|23
784|4765|0|6032.0|-4320.0|6000.0|-4160.0|23
785|4746|1|6304.0|-4304.0|6208.0|-4304.0|23
786|4685|0|5616.0|-4624.0|5536.0|-4768.0|23
787|4725|1|7168.0|-3648.0|6608.0|-3632.0|23
789|4656|1|7166.0|-3758.0|7168.0|-3648.0|23
790|4657|1|6272.0|-3856.0|6320.0|-4144.0|23
791|4742|0|7312.0|-3360.0|7712.0|-3472.0|23
792|4674|0|6976.0|-3360.0|7008.0|-3360.0|23
793|4786|0|5280.0|-3488.0|5520.0|-3632.0|23
794|4907|0|6048.0|-4624.0|6032.0|-4464.0|23
795|4790|0|6560.0|-3360.0|6784.0|-3360.0|23
796|4719|0|6256.0|-3664.0|6384.0|-3552.0|23
797|4885|0|4464.0|-3376.0|4512.0|-3376.0|23
798|4675|0|5888.0|-6072.0|5886.0|-5840.0|23
799|4651|1|6320.0|-4144.0|6304.0|-4280.0|23
800|4735|0|5660.0|-4368.0|5616.0|-4624.0|23
801|4858|0|4000.0|-4640.0|4016.0|-4432.0|23
802|5154|1|4464.0|-3376.0|4464.0|-3456.0|23
803|4787|0|5520.0|-3632.0|5648.0|-3872.0|23
804|4939|0|7696.0|-4256.0|7760.0|-4624.0|23
805|4895|0|6000.0|-3808.0|6112.0|-3584.0|23
807|4843|0|3920.0|-4768.0|4000.0|-4640.0|23
808|4795|0|4016.0|-4192.0|3984.0|-3984.0|23
809|4678|0|5648.0|-3872.0|5648.0|-3936.0|23
810|4828|0|6096.0|-5216.0|6104.0|-5136.0|23
811|4871|0|4184.0|-5520.0|4040.0|-5472.0|23
812|4715|0|4080.0|-5272.0|4112.0|-5184.0|23
813|4717|0|4112.0|-5184.0|4112.0|-5040.0|23
814|5985|0|4224.0|-4912.0|4224.0|-4920.0|142
815|4958|1|4224.0|-4864.0|4112.0|-4816.0|141
816|4959|1|4272.0|-4656.0|4144.0|-4640.0|23
817|4944|0|4144.0|-4432.0|4272.0|-4416.0|23
818|4701|0|3984.0|-5536.0|4040.0|-5472.0|23
819|4856|0|3920.0|-5376.0|3920.0|-5248.0|23
820|4976|0|3920.0|-5120.0|3936.0|-5088.0|23
823|4992|0|3936.0|-5056.0|3928.0|-5056.0|23
835|5045|0|3856.0|-5152.0|3888.0|-5152.0|23
836|4995|1|3936.0|-5056.0|3936.0|-4928.0|23
837|4815|0|3856.0|-5168.0|3856.0|-5160.0|23
839|5078|0|4560.0|-3200.0|4624.0|-3200.0|23
841|5700|1|4784.0|-3392.0|4736.0|-3376.0|23
842|4941|1|4144.0|-4336.0|4144.0|-4288.0|23
844|5098|1|4864.0|-5056.0|4864.0|-4992.0|116
845|5098|0|4864.0|-4992.0|4864.0|-5056.0|117
849|5114|1|4864.0|-4608.0|4864.0|-4544.0|114
850|5114|0|4864.0|-4544.0|4864.0|-4608.0|115
852|5990|1|4112.0|-4920.0|4112.0|-4928.0|23
853|4706|0|4144.0|-4192.0|4144.0|-4288.0|23
854|4650|0|4064.0|-5216.0|4112.0|-5184.0|23
855|4702|1|5568.0|-3872.0|5486.0|-3870.0|23
856|4702|0|5486.0|-3870.0|5568.0|-3872.0|23
857|4658|0|5488.0|-4368.0|5470.0|-4158.0|23
858|5982|0|5280.0|-4816.0|5280.0|-4808.0|23
859|4647|1|5448.0|-4728.0|5360.0|-4688.0|23
860|4672|1|5536.0|-4584.0|5456.0|-4544.0|23
861|4770|0|5376.0|-3728.0|5184.0|-3616.0|23
862|4705|0|5184.0|-3616.0|4960.0|-3536.0|23
863|5234|1|4688.0|-3584.0|4640.0|-3536.0|23
864|4710|1|4464.0|-3456.0|4464.0|-3536.0|23
865|4693|1|4288.0|-3456.0|4288.0|-3536.0|23
866|4812|0|4096.0|-3808.0|4024.0|-3744.0|23
867|4714|0|4096.0|-3808.0|4112.0|-4000.0|23
868|4758|0|4112.0|-4000.0|4144.0|-4192.0|23
869|4778|0|4016.0|-4432.0|4016.0|-4192.0|23
870|4711|0|4144.0|-4416.0|4144.0|-4432.0|23
871|4680|0|4144.0|-4640.0|4080.0|-4768.0|23
872|6695|0|6336.0|-5040.0|6336.0|-5048.0|23
873|4794|1|6216.0|-4896.0|6128.0|-4912.0|23
874|4736|0|6240.0|-4784.0|6160.0|-4784.0|23
875|4689|1|6128.0|-4464.0|6224.0|-4464.0|23
876|4689|0|6224.0|-4464.0|6128.0|-4464.0|23
877|4713|1|6088.0|-4152.0|6176.0|-4144.0|23
878|4664|1|6088.0|-3824.0|6176.0|-3840.0|23
879|4664|0|6176.0|-3840.0|6088.0|-3824.0|23
880|4719|1|6384.0|-3552.0|6256.0|-3664.0|23
881|4883|0|6384.0|-3552.0|6352.0|-3488.0|23
882|4910|1|6976.0|-3440.0|6960.0|-3520.0|23
883|4806|1|7312.0|-3456.0|7296.0|-3536.0|23
884|4781|1|7648.0|-3528.0|7584.0|-3584.0|23
885|4775|1|7648.0|-3904.0|7584.0|-3584.0|23
886|4700|1|7608.0|-4256.0|7520.0|-4256.0|23
887|4700|0|7520.0|-4256.0|7608.0|-4256.0|23
888|4690|1|7424.0|-4720.0|7568.0|-4560.0|23
889|4825|1|7504.0|-4832.0|7424.0|-4832.0|23
890|4718|0|5712.0|-5216.0|5792.0|-5248.0|23
893|4695|1|4800.0|-3840.0|4864.0|-3840.0|110
894|4695|0|4864.0|-3840.0|4800.0|-3840.0|111
895|4710|0|4464.0|-3536.0|4464.0|-3456.0|23
896|5260|0|4800.0|-4224.0|4736.0|-4224.0|113
897|5260|1|4736.0|-4224.0|4800.0|-4224.0|112
898|5283|0|4800.0|-5376.0|4800.0|-5440.0|119
899|5283|1|4800.0|-5440.0|4800.0|-5376.0|118
904|5311|0|4736.0|-5760.0|4736.0|-5824.0|121
905|5311|1|4736.0|-5824.0|4736.0|-5760.0|120
906|5319|0|4608.0|-6080.0|4608.0|-6144.0|123
907|5319|1|4608.0|-6144.0|4608.0|-6080.0|122
910|5337|0|5728.0|-4992.0|5728.0|-4928.0|23
911|5337|1|5728.0|-4928.0|5728.0|-4992.0|23
912|5345|0|5736.0|-4984.0|5736.0|-4968.0|23
913|4718|1|5792.0|-5248.0|5712.0|-5216.0|23
914|4649|0|5552.0|-4912.0|5616.0|-4912.0|23
915|5075|1|5792.0|-4928.0|5792.0|-4992.0|23
916|4648|0|5696.0|-4880.0|5712.0|-4880.0|23
917|4662|0|6056.0|-4888.0|6096.0|-4912.0|23
918|4835|0|5952.0|-5040.0|5936.0|-5040.0|23
919|5360|0|5736.0|-4952.0|5736.0|-4936.0|23
920|5364|0|5888.0|-4992.0|5888.0|-4928.0|23
921|5364|1|5888.0|-4928.0|5888.0|-4992.0|23
922|5376|0|5896.0|-4952.0|5896.0|-4936.0|23
923|5372|0|5896.0|-4984.0|5896.0|-4968.0|23
924|5380|0|6040.0|-5056.0|6032.0|-5048.0|23
925|5388|0|6040.0|-4928.0|6032.0|-4920.0|23
926|5396|0|6040.0|-5016.0|6032.0|-5008.0|23
927|5405|0|6040.0|-4920.0|6040.0|-4904.0|231
928|5409|0|6040.0|-4944.0|6056.0|-4944.0|231
929|5413|0|6040.0|-5032.0|6056.0|-5032.0|231
932|5419|0|5888.0|-4848.0|5888.0|-4880.0|23
973|5584|1|5672.0|-3960.0|5672.0|-4136.0|23
975|4891|1|6000.0|-3936.0|6000.0|-4160.0|23
978|4691|1|6032.0|-4344.0|6032.0|-4464.0|23
981|4735|1|5616.0|-4624.0|5660.0|-4368.0|23
999|5696|1|4560.0|-3392.0|4512.0|-3376.0|23
1000|5706|1|4560.0|-3384.0|4520.0|-3368.0|23
1001|5721|0|4784.0|-3200.0|4848.0|-3200.0|23
1002|5730|1|4784.0|-3384.0|4744.0|-3368.0|23
1005|5792|0|6832.0|-3184.0|6896.0|-3184.0|23
1006|5082|0|7160.0|-3344.0|7160.0|-3352.0|23
1007|5784|1|6832.0|-3376.0|6784.0|-3360.0|23
1008|5085|0|7056.0|-3368.0|7120.0|-3368.0|23
1009|5804|1|6832.0|-3368.0|6792.0|-3352.0|23
1010|5761|0|7176.0|-3240.0|7176.0|-3304.0|23
1011|5075|0|5792.0|-4992.0|5792.0|-4928.0|239
1021|6009|0|5024.0|-4800.0|5064.0|-4800.0|144
1022|4818|0|6128.0|-5040.0|6192.0|-5088.0|23
1023|5872|1|5904.0|-5424.0|5952.0|-5392.0|23
1024|4716|0|5904.0|-5264.0|5968.0|-5264.0|23
1025|4740|0|5968.0|-5264.0|6024.0|-5232.0|23
1026|5864|0|6128.0|-5248.0|6136.0|-5176.0|23
1027|5863|0|5968.0|-5312.0|6048.0|-5272.0|23
1028|4720|0|5904.0|-5360.0|5904.0|-5312.0|23
1029|5881|1|6536.0|-5480.0|6440.0|-5504.0|23
1030|5870|1|6064.0|-5320.0|6144.0|-5296.0|23
1031|5878|1|6184.0|-5352.0|6128.0|-5360.0|23
1032|5879|1|6264.0|-5440.0|6240.0|-5376.0|23
1033|5882|0|6944.0|-5392.0|6912.0|-5312.0|23
1034|5880|1|6360.0|-5504.0|6304.0|-5488.0|23
1035|5882|1|6912.0|-5312.0|6944.0|-5392.0|23
1036|5913|0|3968.0|-5312.0|3968.0|-5248.0|23
1037|5913|1|3968.0|-5248.0|3968.0|-5312.0|23
1038|4779|1|7032.0|-5384.0|7112.0|-5384.0|23
1039|5954|0|7040.0|-5376.0|7040.0|-5312.0|23
1040|4779|0|7112.0|-5384.0|7032.0|-5384.0|23
1041|5962|0|4160.0|-6272.0|4224.0|-6336.0|23
1042|4773|1|4040.0|-6256.0|4160.0|-6272.0|23
1043|6228|1|4288.0|-3616.0|4288.0|-3600.0|152
1044|6131|1|5072.0|-4912.0|5064.0|-4912.0|143
1045|6064|0|4424.0|-4928.0|4224.0|-4928.0|144
1046|6065|1|4432.0|-4912.0|4424.0|-4912.0|143
1047|4957|0|4224.0|-4864.0|4224.0|-4912.0|141
1048|4953|0|4112.0|-5040.0|4112.0|-4928.0|23
1049|4864|0|4112.0|-4784.0|4080.0|-4768.0|23
1050|5974|0|4224.0|-4800.0|4224.0|-4808.0|142
1051|4680|1|4080.0|-4768.0|4144.0|-4640.0|23
1052|6012|0|4992.0|-4912.0|5008.0|-4912.0|144
1053|6058|0|4424.0|-4816.0|4224.0|-4816.0|144
1054|6017|0|3760.0|-4816.0|3776.0|-4800.0|23
1055|6018|0|3776.0|-4800.0|3776.0|-4768.0|23
1056|6027|0|3760.0|-4896.0|3776.0|-4880.0|23
1057|6028|0|3776.0|-4880.0|3776.0|-4848.0|23
1058|6068|1|4448.0|-4928.0|4456.0|-4928.0|140
1059|6264|0|5696.0|-5392.0|5704.0|-5392.0|150
1060|4650|1|4112.0|-5184.0|4064.0|-5216.0|23
1061|4989|0|4000.0|-4912.0|3984.0|-4816.0|23
1062|6000|0|4544.0|-4816.0|4512.0|-4816.0|144
1063|6059|0|4424.0|-4800.0|4432.0|-4800.0|144
1064|5996|0|4512.0|-4928.0|4456.0|-4928.0|144
1065|6065|0|4424.0|-4912.0|4432.0|-4912.0|144
1066|6062|1|4448.0|-4816.0|4456.0|-4816.0|143
1067|6059|1|4432.0|-4800.0|4424.0|-4800.0|140
1068|6068|0|4456.0|-4928.0|4448.0|-4928.0|144
1069|6077|0|4432.0|-4912.0|4448.0|-4912.0|144
1070|6062|0|4456.0|-4816.0|4448.0|-4816.0|144
1071|6083|0|4432.0|-4800.0|4448.0|-4800.0|144
1072|6134|1|5088.0|-4928.0|5096.0|-4928.0|140
1073|4957|1|4224.0|-4912.0|4224.0|-4864.0|143
1074|6094|0|4744.0|-4816.0|4744.0|-4800.0|140
1075|6102|0|4752.0|-4936.0|4744.0|-4928.0|140
1076|6110|0|4752.0|-4928.0|4752.0|-4912.0|140
1077|6114|0|4752.0|-4816.0|4752.0|-4800.0|140
1078|6127|0|5096.0|-4800.0|5280.0|-4800.0|144
1079|6119|0|5072.0|-4800.0|5088.0|-4800.0|144
1080|6118|0|5072.0|-4816.0|5064.0|-4816.0|144
1081|6128|0|5096.0|-4816.0|5088.0|-4816.0|144
1082|5979|1|5280.0|-4920.0|5280.0|-4928.0|144
1083|6131|0|5064.0|-4912.0|5072.0|-4912.0|144
1084|6134|0|5096.0|-4928.0|5088.0|-4928.0|144
1085|6137|0|5072.0|-4912.0|5088.0|-4912.0|144
1086|5984|1|5096.0|-4816.0|5280.0|-4816.0|143
1087|6119|1|5088.0|-4800.0|5072.0|-4800.0|140
1088|6118|1|5064.0|-4816.0|5072.0|-4816.0|143
1089|4837|1|5360.0|-4688.0|5280.0|-4800.0|140
1090|6156|1|4416.0|-3376.0|4416.0|-3456.0|151
1091|6157|0|4416.0|-3536.0|4408.0|-3536.0|151
1092|6159|0|4112.0|-3264.0|4128.0|-3248.0|23
1093|6160|0|4128.0|-3248.0|4128.0|-3216.0|23
1094|6169|0|4112.0|-3344.0|4128.0|-3328.0|23
1095|6170|0|4128.0|-3328.0|4128.0|-3296.0|23
1096|6157|1|4408.0|-3536.0|4416.0|-3536.0|152
1097|6222|0|4304.0|-3872.0|4432.0|-3840.0|140
1098|6234|1|4400.0|-3592.0|4400.0|-3600.0|149
1099|4693|0|4288.0|-3536.0|4288.0|-3456.0|151
1100|4861|0|4288.0|-3376.0|4400.0|-3376.0|151
1101|6192|1|4400.0|-3456.0|4304.0|-3456.0|147
1102|6190|0|4400.0|-3536.0|4304.0|-3536.0|147
1105|4861|1|4400.0|-3376.0|4288.0|-3376.0|23
1106|4712|1|4096.0|-3600.0|4288.0|-3536.0|140
1107|6229|1|4304.0|-3592.0|4304.0|-3600.0|152
1108|6232|1|4288.0|-3624.0|4288.0|-3616.0|152
1109|6236|0|4400.0|-3600.0|4408.0|-3600.0|152
1110|6239|1|4408.0|-3616.0|4416.0|-3616.0|152
1111|6179|1|4288.0|-3592.0|4288.0|-3536.0|152
1112|6229|0|4304.0|-3600.0|4304.0|-3592.0|149
1113|6180|1|4304.0|-3744.0|4288.0|-3776.0|152
1114|6228|0|4288.0|-3600.0|4288.0|-3616.0|140
1115|6234|0|4400.0|-3600.0|4400.0|-3592.0|152
1116|6188|1|4416.0|-3624.0|4416.0|-3760.0|152
1117|6183|0|4304.0|-3696.0|4304.0|-3624.0|149
1118|6235|0|4416.0|-3600.0|4416.0|-3592.0|140
1119|6282|0|5808.0|-6160.0|5816.0|-6160.0|150
1120|6268|0|5712.0|-5392.0|5808.0|-5392.0|143
1121|6271|0|5824.0|-5744.0|5816.0|-5744.0|150
1122|6294|1|4400.0|-5728.0|4320.0|-5712.0|140
1123|4652|0|6224.0|-5696.0|5968.0|-5744.0|140
1124|204|1|5808.0|-6544.0|5760.0|-6544.0|143
1125|6286|0|5712.0|-6544.0|5704.0|-6544.0|150
1126|6357|1|4296.0|-5920.0|4288.0|-5920.0|148
1128|6304|0|3984.0|-5808.0|3984.0|-5904.0|23
1130|6305|0|3992.0|-5800.0|4072.0|-5800.0|148
1131|6348|1|4272.0|-5808.0|4288.0|-5808.0|149
1132|6341|1|4096.0|-5792.0|4080.0|-5792.0|140
1133|6325|0|4416.0|-5792.0|4368.0|-5808.0|148
1134|6341|0|4080.0|-5792.0|4096.0|-5792.0|148
1135|6346|0|4272.0|-5792.0|4288.0|-5792.0|148
1136|6352|0|4272.0|-5904.0|4288.0|-5904.0|148
1137|6358|0|4080.0|-5904.0|4096.0|-5904.0|148
1138|6304|1|3984.0|-5904.0|3984.0|-5808.0|148
1139|6356|1|4264.0|-5904.0|4272.0|-5904.0|148
1140|6371|0|4072.0|-5792.0|4080.0|-5792.0|148
1141|6374|0|4104.0|-5808.0|4096.0|-5808.0|148
1142|6377|0|4264.0|-5792.0|4272.0|-5792.0|148
1143|6380|0|4296.0|-5808.0|4288.0|-5808.0|148
1144|6369|1|4104.0|-5912.0|4104.0|-5904.0|148
1145|6328|1|4400.0|-5904.0|4416.0|-5920.0|148
1146|6358|1|4096.0|-5904.0|4080.0|-5904.0|149
1147|6360|1|4080.0|-5920.0|4096.0|-5920.0|140
1148|6352|1|4288.0|-5904.0|4272.0|-5904.0|149
1149|6354|1|4272.0|-5920.0|4288.0|-5920.0|140
1150|6346|1|4288.0|-5792.0|4272.0|-5792.0|140
1151|6340|1|4072.0|-5808.0|4080.0|-5808.0|149
1152|4875|0|3936.0|-6096.0|3984.0|-5984.0|140
1153|6331|0|4352.0|-5904.0|4296.0|-5904.0|149
1154|6032|0|3776.0|-4848.0|3760.0|-4896.0|23
1155|6174|0|4128.0|-3296.0|4112.0|-3344.0|23
1156|6164|0|4128.0|-3216.0|4112.0|-3264.0|23
1157|4653|1|5648.0|-5360.0|5648.0|-5248.0|23
1158|4675|1|5886.0|-5840.0|5888.0|-6072.0|23
1159|6276|1|5704.0|-6160.0|5696.0|-6160.0|23
1160|6426|1|5712.0|-6400.0|5712.0|-6336.0|140
1161|6296|1|4480.0|-5920.0|4480.0|-5824.0|140
1162|6299|1|4256.0|-6016.0|4352.0|-6032.0|140
1163|4817|1|5376.0|-5088.0|5504.0|-5088.0|140
1164|4658|1|5470.0|-4158.0|5488.0|-4368.0|140
1165|4709|0|6336.0|-4912.0|6304.0|-4880.0|140
1166|4651|0|6304.0|-4280.0|6320.0|-4144.0|140
1167|4655|1|5696.0|-6160.0|5680.0|-6160.0|23
1168|6282|1|5816.0|-6160.0|5808.0|-6160.0|23
1169|4732|0|5872.0|-5744.0|5872.0|-5768.0|23
1170|6271|1|5816.0|-5744.0|5824.0|-5744.0|23
1171|6274|1|5816.0|-5392.0|5808.0|-5392.0|23
1172|4682|1|5696.0|-5392.0|5680.0|-5392.0|23
1173|3518|1|5704.0|-6544.0|5696.0|-6544.0|150
1174|6279|0|5824.0|-6544.0|5816.0|-6544.0|150
1175|6267|0|5712.0|-5744.0|5704.0|-5744.0|150
1176|6274|0|5808.0|-5392.0|5816.0|-5392.0|150
1177|4647|0|5360.0|-4688.0|5448.0|-4728.0|23
1178|5979|0|5280.0|-4928.0|5280.0|-4920.0|23
1179|5988|1|4112.0|-4816.0|4112.0|-4912.0|23
1180|4956|1|4112.0|-4808.0|4112.0|-4816.0|23
1181|4956|0|4112.0|-4816.0|4112.0|-4808.0|142
1182|5974|1|4224.0|-4808.0|4224.0|-4800.0|144
1183|6060|0|4424.0|-4816.0|4424.0|-4808.0|144
1184|6558|1|4224.0|-4920.0|4112.0|-4920.0|142
1185|5985|1|4224.0|-4920.0|4224.0|-4912.0|144
1186|6066|0|4424.0|-4928.0|4424.0|-4920.0|144
1187|6135|0|5096.0|-4912.0|5096.0|-4920.0|144
1188|6133|0|5096.0|-4912.0|5280.0|-4912.0|144
1189|5982|1|5280.0|-4808.0|5280.0|-4816.0|144
1190|6121|0|5088.0|-4800.0|5096.0|-4800.0|144
1191|6305|1|4072.0|-5800.0|3992.0|-5800.0|148
1192|6340|0|4080.0|-5808.0|4072.0|-5808.0|148
1193|6343|0|4096.0|-5792.0|4104.0|-5792.0|148
1194|6373|0|4104.0|-5792.0|4264.0|-5792.0|148
1195|6347|1|4272.0|-5800.0|4272.0|-5808.0|148
1196|6349|1|4288.0|-5800.0|4288.0|-5792.0|148
1197|6355|1|4288.0|-5912.0|4288.0|-5904.0|148
1198|6353|1|4272.0|-5912.0|4272.0|-5920.0|148
1199|6368|1|4264.0|-5920.0|4104.0|-5920.0|148
1200|6361|1|4096.0|-5912.0|4096.0|-5904.0|148
1201|6359|1|4080.0|-5912.0|4080.0|-5920.0|148
1202|6327|1|4072.0|-5920.0|3984.0|-5920.0|148
1203|6662|0|7208.0|-5056.0|7200.0|-5056.0|144
1204|6631|1|7392.0|-5048.0|7392.0|-5056.0|144
1205|6662|1|7200.0|-5056.0|7208.0|-5056.0|140
1206|6663|0|7208.0|-5040.0|7208.0|-5048.0|144
1207|6633|1|7392.0|-4936.0|7392.0|-4944.0|144
1208|6634|1|7208.0|-4944.0|7392.0|-4944.0|143
1209|6665|0|7184.0|-5040.0|7200.0|-5040.0|144
1210|6638|0|7136.0|-4928.0|7176.0|-4928.0|144
1211|6641|0|7104.0|-5040.0|7120.0|-5040.0|144
1212|6646|0|7184.0|-4944.0|7176.0|-4944.0|144
1213|6646|1|7176.0|-4944.0|7184.0|-4944.0|143
1214|6647|0|7184.0|-4928.0|7200.0|-4928.0|144
1215|6647|1|7200.0|-4928.0|7184.0|-4928.0|140
1216|6649|0|7200.0|-4928.0|7208.0|-4928.0|144
1217|6655|0|7208.0|-4928.0|7392.0|-4928.0|144
1218|6656|0|7208.0|-4944.0|7200.0|-4944.0|144
1219|6659|0|7176.0|-5040.0|7184.0|-5040.0|144
1220|6659|1|7184.0|-5040.0|7176.0|-5040.0|143
1221|6661|0|7208.0|-5040.0|7392.0|-5040.0|144
1222|6724|0|6520.0|-4928.0|6528.0|-4928.0|144
1223|6693|1|6336.0|-4936.0|6336.0|-4928.0|144
1224|6724|1|6528.0|-4928.0|6520.0|-4928.0|140
1225|6725|0|6520.0|-4944.0|6520.0|-4936.0|144
1226|6695|1|6336.0|-5048.0|6336.0|-5040.0|144
1227|6696|1|6520.0|-5040.0|6336.0|-5040.0|143
1228|6727|0|6544.0|-4944.0|6528.0|-4944.0|144
1229|6700|0|6592.0|-5056.0|6552.0|-5056.0|144
1230|6703|0|6624.0|-4944.0|6608.0|-4944.0|144
1231|6708|0|6544.0|-5040.0|6552.0|-5040.0|144
1232|6708|1|6552.0|-5040.0|6544.0|-5040.0|143
1233|6709|0|6544.0|-5056.0|6528.0|-5056.0|144
1234|6709|1|6528.0|-5056.0|6544.0|-5056.0|140
1235|6711|0|6528.0|-5056.0|6520.0|-5056.0|144
1236|6717|0|6520.0|-5056.0|6336.0|-5056.0|144
1237|6718|0|6520.0|-5040.0|6528.0|-5040.0|144
1238|6721|0|6552.0|-4944.0|6544.0|-4944.0|144
1239|6721|1|6544.0|-4944.0|6552.0|-4944.0|143
1240|6723|0|6520.0|-4944.0|6336.0|-4944.0|144
1241|6755|0|6840.0|-4944.0|6840.0|-4928.0|140
1242|6775|0|6848.0|-4944.0|6848.0|-4928.0|140
1243|6763|0|6848.0|-5064.0|6840.0|-5056.0|140
1244|6771|0|6848.0|-5056.0|6848.0|-5040.0|140
1245|6693|0|6336.0|-4928.0|6336.0|-4936.0|23
1246|6697|0|6336.0|-4944.0|6336.0|-5040.0|23
1247|6633|0|7392.0|-4944.0|7392.0|-4936.0|23
1248|1734|0|7568.0|-5112.0|7600.0|-5112.0|23
1249|173|1|7576.0|-4880.0|7576.0|-5104.0|23
1250|6635|0|7392.0|-5040.0|7392.0|-4944.0|23
1251|4709|1|6304.0|-4880.0|6336.0|-4912.0|23
1252|5986|0|5280.0|-4912.0|5280.0|-4816.0|23
1253|4864|1|4080.0|-4768.0|4112.0|-4784.0|23
1254|4748|0|5616.0|-6112.0|5632.0|-6112.0|140
1255|253|0|6976.0|-6736.0|6944.0|-6720.0|140
1256|6826|0|6336.0|-6000.0|6336.0|-5904.0|165
1257|6827|0|6784.0|-6000.0|6784.0|-6008.0|164
1258|6821|0|6784.0|-5888.0|6784.0|-5896.0|164
1259|6832|0|6208.0|-5824.0|6224.0|-5808.0|23
1260|6833|0|6224.0|-5808.0|6224.0|-5776.0|23
1261|6830|1|6336.0|-5896.0|6336.0|-5904.0|23
1262|6824|1|6336.0|-6008.0|6336.0|-6016.0|23
1263|6826|1|6336.0|-5904.0|6336.0|-6000.0|23
1264|6870|1|6784.0|-6224.0|6784.0|-6208.0|23
1265|6827|1|6784.0|-6008.0|6784.0|-6000.0|23
1266|6829|1|6784.0|-6000.0|6784.0|-5904.0|23
1267|6830|0|6336.0|-5904.0|6336.0|-5896.0|164
1268|6824|0|6336.0|-6016.0|6336.0|-6008.0|164
1269|6912|0|7512.0|-5842.0|7520.0|-5840.0|23
1270|4900|1|6768.0|-6448.0|6784.0|-6224.0|23
1271|6874|1|6768.0|-6464.0|6768.0|-6448.0|23
1272|6878|0|6848.0|-6624.0|6848.0|-6608.0|23
1273|6882|0|6916.0|-5760.0|6932.0|-5760.0|23
1274|6886|1|7200.0|-5728.0|7216.0|-5728.0|23
1275|6890|1|7520.0|-5840.0|7536.0|-5840.0|23
1276|4934|1|6784.0|-6208.0|6784.0|-6048.0|23
1277|4971|1|6848.0|-6624.0|6768.0|-6464.0|23
1278|4970|1|7072.0|-6736.0|6848.0|-6624.0|23
1279|6850|1|6800.0|-5904.0|6800.0|-5888.0|23
1280|4771|1|6784.0|-5856.0|6916.0|-5760.0|23
1281|4833|1|6916.0|-5760.0|7200.0|-5728.0|23
1282|4673|1|7216.0|-5728.0|7520.0|-5840.0|23
