UTNTCavern_rim_4714|4115.958549098938|-3903.003454241755|-380.4878048780488|1164|3
UTNTCavern_foot_4714|4121.937823648408|-3902.505181362633|-1460|1164|3
UTNTCavern_rim_4724|6384.139361232797|-3768.81764133553|-584.6834170854272|1166|3
UTNTCavern_foot_4724|6388.209041849195|-3773.2264620032947|-1460|1166|3
UTNTCavern_rim_4725|6887.657282713213|-3651.9951050375284|-777.6908517350158|1166|3
UTNTCavern_rim_4726|5421.513402252587|-3806.3487729029257|-359.57894736842104|1164|3
UTNTCavern_rim_4758|4139.836727085985|-4094.027212152336|-336.0|1164|3
UTNTCavern_rim_4770|5273.953547693711|-3682.3653468107814|-421.1764705882353|1164|3
UTNTCavern_rim_4776|5460.193561078801|-4453.8533747416|-256.271186440678|1164|3
UTNTCavern_rim_4793|7532.146844416051|-4409.871550881676|-215.26050420168067|1166|3
UTNTCavern_foot_4793|7526.220266624076|-4410.807326322514|-1460|1166|3
UTNTCavern_rim_4832|4108.0|-3704.0|-424.0|1164|3
UTNTCavern_foot_4832|4114.0|-3704.0|-1460|1164|3
UTNTCavern_rim_4878|5398.015396467946|-4609.343597645297|-212.0|1164|3
UTNTCavern_rim_4879|7241.58063006498|-3809.7065601155273|-816.0|1166|3
UTNTCavern_rim_4919|6243.964653826019|-4567.079642013383|-240.0|1166|3
UTNTCavern_foot_4919|6249.946980739029|-4566.619463020074|-1460|1166|3
UTNTCavern_rim_4948|4243.969504397969|-5328.854964599855|-687.1612903225806|1614|3
UTNTCavern_foot_4948|4249.954256596953|-5329.282446899782|-1460|1614|3
UTNTCavern_rim_4954|4252.0|-5120.0|-580.0|1614|3
UTNTCavern_foot_4954|4258.0|-5120.0|-1460|1614|3
UTNTCavern_rim_5233|4552.0|-3548.0|-488.0|1164|3
UTNTCavern_corner_4859_4950|4063.132888495715|-5619.981194099431|-1058.0|1614|3
UTNTCavern_corner_4712_4832|4112.224843703511|-3611.6942056932753|-933.6129032258065|1106|3
UTNTCavern_corner_4704_4937|5262.98698383296|-5050.514622242383|-798.0|1614|3
UTNTCavern_corner_4704_4817|5371.404941589053|-5107.464979789354|-798.0|1163|3
UTNTCavern_corner_4726_4770|5362.813955132615|-3743.037560332557|-906.0|1164|3
UTNTCavern_corner_4776_4878|5437.455990397881|-4536.508691177336|-826.0|1164|3
UTNTCavern_corner_4819_4867|6259.141840529781|-4778.204317026231|-811.2121212121212|1166|3
UTNTCavern_corner_4657_4724|6290.920107368392|-3862.4830191399165|-978.6834170854271|1166|3
UTNTCavern_corner_4723_4724|6489.5041363392975|-3681.597482559845|-1038.5714285714284|1166|3
UTNTCavern_corner_4656_4879|7148.866647071291|-3768.3173745410486|-1114.0|1166|3
UTNTCavern_corner_4879_4911|7312.076013772603|-3852.1006885188276|-1114.0|1166|3
UTNTCavern_corner_4836_4911|7345.525435071026|-4013.801701710909|-1114.0|1166|3
UTNTCavern_corner_4690_4909|7405.327591766207|-4712.834724656333|-802.0|1166|3
UTNTCavern_corner_4690_4793|7548.824328480518|-4554.317252268759|-810.0|1166|3
UTNTCavern_fissure_0|5116.035794903262|-3443.3263002763924|-66.0|780|4
UTNTCavern_skyrock_0_0|-10600|-22050|2100|2270|5
UTNTCavern_skyrock_0_1|-8500|-24100|2100|2270|5
UTNTCavern_skyrock_0_2|-6400|-22100|2100|2270|5
UTNTCavern_fissure_1|7748.266371031071|-3698.5143490647706|114.0|767|4
UTNTCavern_skyrock_1_0|1400|-22050|2100|2272|5
UTNTCavern_skyrock_1_1|3500|-24100|2100|2272|5
UTNTCavern_skyrock_1_2|5600|-22100|2100|2272|5
UTNTCavern_fissure_2|6433.824686211047|-6676.139539628192|-470.0|1255|4
UTNTCavern_skyrock_2_0|-10600|-11050|2100|2274|5
UTNTCavern_skyrock_2_1|-8500|-13100|2100|2274|5
UTNTCavern_skyrock_2_2|-6400|-11100|2100|2274|5
UTNTCavern_roof_0|4840|-4030|622.0|1164|2
UTNTCavern_roof_1|5170|-4460|622.0|1164|2
UTNTCavern_roof_2|6840|-3920|622.0|1166|2
UTNTCavern_roof_3|6960|-4500|622.0|1166|2
UTNTCavern_roof_4|4780|-5980|449.27272727272725|1161|2
UTNTCavern_roof_5|5050|-6420|622.0|1614|2
UTNTCavern_roof_6|6600|-5910|622.0|1256|2
UTNTCavern_roof_7|6400|-6250|622.0|1255|2
